filepath,composer,era,n_notes,top_pattern,top_length,top_support,top_z_score,num_patterns_z_ge_2
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_22_R2_2006_01_ORIG_MID--AUDIO_22_R2_2006_04_Track04_wav.midi,Franz Schubert,Romantic,4017,"15,-7,-12,19",4,13,12987.013,20
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_23_R2_2006_01_ORIG_MID--AUDIO_23_R2_2006_03_Track03_wav.midi,Franz Schubert,Romantic,4560,"7,33,-12,-12",4,9,8991.009,20
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_23_R2_2006_01_ORIG_MID--AUDIO_23_R2_2006_04_Track04_wav.midi,Franz Schubert,Romantic,4015,"-2,-1,-2,-2",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_083_PIANO083_MID--AUDIO-split_07-09-17_Piano-e_2_-06_wav--3.midi,Franz Schubert,Romantic,3410,"0,17,-17,0",4,5,4995.005,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_01_WAV.midi,Franz Schubert,Romantic,4543,"-12,14,-12,10",4,10,9990.01,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_02_WAV.midi,Franz Schubert,Romantic,4307,"0,0,0,0",4,21,20979.021,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_03_WAV.midi,Franz Schubert,Romantic,2994,"-12,12,-12,14",4,5,4995.005,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_04_WAV.midi,Franz Schubert,Romantic,4064,"-1,-19,12,7",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_03_WAV.midi,Franz Schubert,Romantic,3297,"-24,22,-6,8",4,10,9990.01,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_04_WAV.midi,Franz Schubert,Romantic,5796,"3,5,4,3",4,9,8991.009,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_03_WAV.midi,Franz Schubert,Romantic,3307,"-2,-22,16,8",4,6,5994.006,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_04_WAV.midi,Franz Schubert,Romantic,5762,"-17,15,-6,6",4,9,8991.009,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_03_Track03_wav.midi,Franz Schubert,Romantic,3304,"-4,7,-19,19",4,10,9990.01,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_04_Track04_wav.midi,Franz Schubert,Romantic,5800,"-3,-16,12,4",4,10,9990.01,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_16_R2_2004_01_ORIG_MID--AUDIO_16_R2_2004_02_Track02_wav.midi,Franz Schubert,Romantic,2819,"0,0,0,0",4,7,6993.007,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_16_R2_2004_01_ORIG_MID--AUDIO_16_R2_2004_03_Track03_wav.midi,Franz Schubert,Romantic,3291,"-40,36,-8,12",4,10,9990.01,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_16_R2_2004_01_ORIG_MID--AUDIO_16_R2_2004_04_Track04_wav.midi,Franz Schubert,Romantic,5826,"-19,16,-4,4",4,10,9990.01,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_17_R2_2009_01_ORIG_MID--AUDIO_17_R2_2009_17_R2_2009_01_WAV.midi,Franz Schubert,Romantic,5303,"1,1,1,1",4,18,17982.018,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_17_R2_2009_01_ORIG_MID--AUDIO_17_R2_2009_17_R2_2009_02_WAV.midi,Franz Schubert,Romantic,3285,"4,-4,4,-4",4,7,6993.007,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_17_R2_2009_01_ORIG_MID--AUDIO_17_R2_2009_17_R2_2009_03_WAV.midi,Franz Schubert,Romantic,1819,"-12,12,-12,12",4,13,12987.013,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_17_R2_2009_01_ORIG_MID--AUDIO_17_R2_2009_17_R2_2009_04_WAV.midi,Franz Schubert,Romantic,7715,"-2,-1,-2,-2",4,13,12987.013,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_16_R2_2009_01_ORIG_MID--AUDIO_16_R2_2009_16_R2_2009_02_WAV.midi,Franz Schubert,Romantic,3930,"-12,14,-12,14",4,20,19980.02,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_16_R2_2009_01_ORIG_MID--AUDIO_16_R2_2009_16_R2_2009_03_WAV.midi,Franz Schubert,Romantic,3305,"-12,12,-12,12,-12",5,13,12987.013,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_16_R2_2009_01_ORIG_MID--AUDIO_16_R2_2009_16_R2_2009_04_WAV.midi,Franz Schubert,Romantic,7474,"-15,15,-15,15",4,33,32967.033,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_07_R2_2009_01_ORIG_MID--AUDIO_07_R2_2009_07_R2_2009_01_WAV.midi,Franz Schubert,Romantic,5350,"1,1,1,1",4,17,16983.017,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_12_R2_2009_01_ORIG_MID--AUDIO_12_R2_2009_12_R2_2009_01_WAV.midi,Franz Schubert,Romantic,5286,"-2,-2,-1,-2",4,16,15984.016,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_07_R2_2009_01_ORIG_MID--AUDIO_07_R2_2009_07_R2_2009_02_WAV.midi,Franz Schubert,Romantic,3275,"-4,4,-4,4",4,15,14985.015,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_12_R2_2009_01_ORIG_MID--AUDIO_12_R2_2009_12_R2_2009_02_WAV.midi,Franz Schubert,Romantic,3394,"-4,4,-4,4",4,13,12987.013,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_07_R2_2009_01_ORIG_MID--AUDIO_07_R2_2009_07_R2_2009_03_WAV.midi,Franz Schubert,Romantic,1831,"12,-12,12,-12",4,7,6993.007,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_12_R2_2009_01_ORIG_MID--AUDIO_12_R2_2009_12_R2_2009_03_WAV.midi,Franz Schubert,Romantic,1551,"24,-12,-16,4",4,7,6993.007,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_07_R2_2009_01_ORIG_MID--AUDIO_07_R2_2009_07_R2_2009_04_WAV.midi,Franz Schubert,Romantic,7580,"-2,-1,-2,-2",4,13,12987.013,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_12_R2_2009_01_ORIG_MID--AUDIO_12_R2_2009_12_R2_2009_04_WAV.midi,Franz Schubert,Romantic,7540,"3,5,-8,3",4,12,11988.012,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_06_R2_2004_01_ORIG_MID--AUDIO_06_R2_2004_02_Track02_wav.midi,Franz Schubert,Romantic,3391,"-4,4,-4,4",4,15,14985.015,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_19_R2_2004_01_ORIG_MID--AUDIO_19_R2_2004_01_Track01_wav.midi,Franz Schubert,Romantic,5258,"-1,-1,-1,-1",4,18,17982.018,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_19_R2_2004_01_ORIG_MID--AUDIO_19_R2_2004_02_Track02_wav.midi,Franz Schubert,Romantic,3215,"-4,4,-4,4,-4",5,10,9990.01,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_22_R2_2004_01_ORIG_MID--AUDIO_22_R2_2004_01_Track01_wav.midi,Franz Schubert,Romantic,5236,"1,1,1,1",4,22,21978.022,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_22_R2_2004_01_ORIG_MID--AUDIO_22_R2_2004_02_Track02_wav.midi,Franz Schubert,Romantic,3178,"4,-4,4,-4",4,10,9990.01,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_22_R2_2004_01_ORIG_MID--AUDIO_22_R2_2004_03_Track03_wav.midi,Franz Schubert,Romantic,1819,"-12,12,-12,12",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_22_R2_2004_01_ORIG_MID--AUDIO_22_R2_2004_04_Track04_wav.midi,Franz Schubert,Romantic,7594,"-2,-1,-2,-2",4,13,12987.013,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_15_R2_2004_01_ORIG_MID--AUDIO_15_R2_2004_01_Track01_wav.midi,Franz Schubert,Romantic,5839,"12,-16,12,-8",4,15,14985.015,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_15_R2_2004_01_ORIG_MID--AUDIO_15_R2_2004_03_Track03_wav.midi,Franz Schubert,Romantic,4738,"5,-17,16,1",4,6,5994.006,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_15_R2_2004_01_ORIG_MID--AUDIO_15_R2_2004_04_Track04_wav.midi,Franz Schubert,Romantic,5806,"2,-2,2,-2",4,23,22977.023,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_17_R2_2004_01_ORIG_MID--AUDIO_17_R2_2004_02_Track02_wav.midi,Franz Schubert,Romantic,3509,"1,-1,1,-1",4,9,8991.009,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_17_R2_2004_01_ORIG_MID--AUDIO_17_R2_2004_03_Track03_wav.midi,Franz Schubert,Romantic,2805,"2,-14,7,12",4,7,6993.007,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_17_R2_2004_01_ORIG_MID--AUDIO_17_R2_2004_04_Track04_wav.midi,Franz Schubert,Romantic,6557,"-9,2,9,1",4,9,8991.009,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_08_R2_2009_01_ORIG_MID--AUDIO_08_R2_2009_08_R2_2009_02_WAV.midi,Franz Schubert,Romantic,3457,"5,-5,-4,4",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_19_R2_2009_01_ORIG_MID--AUDIO_19_R2_2009_19_R2_2009_02_WAV.midi,Franz Schubert,Romantic,3652,"-12,14,-12,14",4,10,9990.01,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_08_R2_2009_01_ORIG_MID--AUDIO_08_R2_2009_08_R2_2009_03_WAV.midi,Franz Schubert,Romantic,2891,"-12,-8,22,-12",4,7,6993.007,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_19_R2_2009_01_ORIG_MID--AUDIO_19_R2_2009_19_R2_2009_03_WAV.midi,Franz Schubert,Romantic,2987,"-12,-8,22,-12",4,6,5994.006,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_08_R2_2009_01_ORIG_MID--AUDIO_08_R2_2009_08_R2_2009_04_WAV.midi,Franz Schubert,Romantic,6775,"-5,5,-5,5",4,7,6993.007,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_19_R2_2009_01_ORIG_MID--AUDIO_19_R2_2009_19_R2_2009_04_WAV.midi,Franz Schubert,Romantic,6745,"-3,-9,17,-3",4,9,8991.009,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_20_R2_2004_01_ORIG_MID--AUDIO_20_R1_2004_02_Track02_wav.midi,Franz Schubert,Romantic,3306,"-12,14,-12,14",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_03_R1_2009_03-08_ORIG_MID--AUDIO_03_R1_2009_03_R1_2009_03_WAV.midi,Franz Schubert,Romantic,4741,"1,1,1,-4",4,16,15984.016,20
data/raw/piano_midi/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_09_R1_2018_wav--3.midi,Franz Schubert / Franz Liszt,Other,2074,"7,-12,9,-4",4,6,5994.006,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_03_R2_2011_MID--AUDIO_R2-D1_08_Track08_wav.midi,Franz Schubert / Franz Liszt,Other,2360,"2,-2,2,-2",4,9,8991.009,20
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_11_R1_2006_01-06_ORIG_MID--AUDIO_11_R1_2006_04_Track04_wav.midi,Franz Schubert / Franz Liszt,Other,6287,"4,5,-9,4",4,73,72927.0729,20
data/raw/piano_midi/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_09_R1_2018_wav--2.midi,Franz Schubert / Franz Liszt,Other,2774,"-8,12,-4,-1",4,17,16983.017,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_18_R1_2004_01-02_ORIG_MID--AUDIO_18_R1_2004_02_Track02_wav.midi,Franz Schubert / Franz Liszt,Other,3315,"-12,12,-12,12",4,12,11988.012,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_18_R1_2004_01-02_ORIG_MID--AUDIO_18_R1_2004_03_Track03_wav.midi,Franz Schubert / Franz Liszt,Other,2811,"-4,-1,-7,5",4,18,17982.018,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_18_R1_2004_01-02_ORIG_MID--AUDIO_18_R1_2004_04_Track04_wav.midi,Franz Schubert / Franz Liszt,Other,2057,"5,4,3,5",4,7,6993.007,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_18_R1_2004_01-02_ORIG_MID--AUDIO_18_R1_2004_05_Track05_wav.midi,Franz Schubert / Franz Liszt,Other,4619,"12,-12,12,-12,12",5,50,49950.05,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_25_R2_2011_MID--AUDIO_R2-D6_08_Track08_wav.midi,Franz Schubert / Franz Liszt,Other,2345,"-7,12,-8,3",4,20,19980.02,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_12_R2_2011_MID--AUDIO_R2-D4_05_Track05_wav.midi,Franz Schubert / Franz Liszt,Other,2210,"5,4,3,5",4,5,4995.005,9
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_21_R1_2015_wav--4.midi,Franz Schubert / Leopold Godowsky,Other,1562,"-4,11,-24,22",4,3,2997.003,1
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_17_R2_2011_MID--AUDIO_R2-D5_06_Track06_wav.midi,Fritz Kreisler / Sergei Rachmaninoff,Other,5881,"-3,2,-3,4",4,5,4995.005,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_05_R1_2004_01_ORIG_MID--AUDIO_05_R1_2004_03_Track03_wav.midi,Frédéric Chopin,Romantic,6132,"-7,16,-16,16",4,19,18981.019,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_12_01_2004_01-05_ORIG_MID--AUDIO_12_R1_2004_07_Track07_wav.midi,Frédéric Chopin,Romantic,5643,"1,1,1,1",4,12,11988.012,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_06_Track06_wav.midi,Frédéric Chopin,Romantic,5369,"-2,-2,-1,-2",4,12,11988.012,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_17_R1_2004_03-06_ORIG_MID--AUDIO_20_R2_2004_12_Track12_wav--2.midi,Frédéric Chopin,Romantic,5459,"2,-24,28,4",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_12_R2_2015_wav--5.midi,Frédéric Chopin,Romantic,5502,"1,1,1,1",4,15,14985.015,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_12_R2_2013_wav--3.midi,Frédéric Chopin,Romantic,5450,"1,1,1,1",4,15,14985.015,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_01_7_10_13_Group_MID--AUDIO_08_R3_2013_wav--3.midi,Frédéric Chopin,Romantic,5606,"-2,-2,-1,-2",4,12,11988.012,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_04_R2_2011_MID--AUDIO_R2-D2_03_Track03_wav.midi,Frédéric Chopin,Romantic,5313,"-2,-2,-1,-2",4,10,9990.01,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_17_R1_2011_MID--AUDIO_R1-D7_05_Track05_wav.midi,Frédéric Chopin,Romantic,5590,"1,1,1,1",4,12,11988.012,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_18_R1_2011_MID--AUDIO_R1-D7_10_Track10_wav.midi,Frédéric Chopin,Romantic,5308,"1,1,1,1",4,12,11988.012,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_046_PIANO046_MID--AUDIO-split_07-06-17_Piano-e_2-02_wav--4.midi,Frédéric Chopin,Romantic,5496,"-2,-2,-1,-2",4,10,9990.01,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_02_R3_2008_01-03_ORIG_MID--AUDIO_02_R3_2008_wav--2.midi,Frédéric Chopin,Romantic,4569,"-12,12,-12,12,-12",5,10,9990.01,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_03_R1_2009_03-08_ORIG_MID--AUDIO_03_R1_2009_03_R1_2009_04_WAV.midi,Frédéric Chopin,Romantic,4730,"12,-12,12,-12",4,12,11988.012,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_15_R1_2008_01-04_ORIG_MID--AUDIO_15_R1_2008_wav--3.midi,Frédéric Chopin,Romantic,4449,"1,2,2,1",4,17,16983.017,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_050_PIANO050_MID--AUDIO-split_07-06-17_Piano-e_3-01_wav--4.midi,Frédéric Chopin,Romantic,4775,"-12,12,-12,12",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_07_R2_2008_01-05_ORIG_MID--AUDIO_07_R2_2008_wav--4.midi,Frédéric Chopin,Romantic,4888,"-1,-1,-1,-1",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_10_R2_2011_MID--AUDIO_R2-D3_11_Track11_wav.midi,Frédéric Chopin,Romantic,4980,"-1,-1,-1,-1",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_13_R1_2006_01-06_ORIG_MID--AUDIO_13_R1_2006_06_Track06_wav.midi,Frédéric Chopin,Romantic,5277,"2,-2,2,-2",4,30,29970.03,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_03_7_10_13_Group_MID--AUDIO_18_R3_2013_wav--1.midi,Frédéric Chopin,Romantic,4991,"2,-2,2,-2",4,26,25974.026,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_10_R1_2009_03-05_ORIG_MID--AUDIO_10_R1_2009_10_R1_2009_03_WAV.midi,Frédéric Chopin,Romantic,5192,"-2,2,-2,2",4,35,34965.035,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_08_R3_2008_01-05_ORIG_MID--AUDIO_08_R3_2008_wav--1.midi,Frédéric Chopin,Romantic,5190,"-2,2,-2,2",4,28,27972.028,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_01_7_10_13_Group_MID--AUDIO_07_R3_2013_wav--3.midi,Frédéric Chopin,Romantic,5177,"-2,2,-2,2",4,31,30969.031,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_049_PIANO049_MID--AUDIO-split_07-06-17_Piano-e_2-06_wav--5.midi,Frédéric Chopin,Romantic,5123,"2,-2,2,-2",4,36,35964.036,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_14_R1_2008_01-05_ORIG_MID--AUDIO_14_R1_2008_wav--4.midi,Frédéric Chopin,Romantic,1949,"2,-2,2,-2",4,16,15984.016,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_083_PIANO083_MID--AUDIO-split_07-09-17_Piano-e_2_-06_wav--5.midi,Frédéric Chopin,Romantic,1934,"2,-2,2,-2",4,14,13986.014,20
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_05_R1_2014_wav--4.midi,Frédéric Chopin,Romantic,1924,"-9,1,9,-9",4,11,10989.011,13
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_09_R1_2015_wav--4.midi,Frédéric Chopin,Romantic,1861,"9,-9,1,9",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_25_R3_2011_MID--AUDIO_R3-D9_05_Track05_wav.midi,Frédéric Chopin,Romantic,1960,"-2,2,-2,2",4,14,13986.014,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_03_R1_2015_wav--2.midi,Frédéric Chopin,Romantic,1449,"4,-4,-5,-7",4,22,21978.022,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_10_R1_2015_wav--2.midi,Frédéric Chopin,Romantic,1476,"7,5,4,-4",4,14,13986.014,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_12_R1_2015_wav--4.midi,Frédéric Chopin,Romantic,1523,"4,-4,-5,-7",4,18,17982.018,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_20_R1_2015_wav--3.midi,Frédéric Chopin,Romantic,1509,"4,-4,-5,-7",4,19,18981.019,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_19_R1_2013_wav--3.midi,Frédéric Chopin,Romantic,1481,"7,5,4,-4",4,18,17982.018,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_042_PIANO042_MID--AUDIO-split_07-06-17_Piano-e_1-02_wav--2.midi,Frédéric Chopin,Romantic,1454,"7,5,4,-4",4,18,17982.018,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_043_PIANO043_MID--AUDIO-split_07-06-17_Piano-e_1-03_wav--3.midi,Frédéric Chopin,Romantic,1443,"-7,4,-4,-5",4,16,15984.016,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_059_PIANO059_MID--AUDIO-split_07-07-17_Piano-e_2-03_wav--3.midi,Frédéric Chopin,Romantic,1469,"-5,-7,4,-4",4,18,17982.018,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_053_PIANO053_MID--AUDIO-split_07-06-17_Piano-e_3-04_wav--2.midi,Frédéric Chopin,Romantic,2299,"24,4,8,-20",4,6,5994.006,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_05_R1_2015_wav--4.midi,Frédéric Chopin,Romantic,2233,"2,1,-1,-2",4,26,25974.026,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_06_R1_2015_wav--6.midi,Frédéric Chopin,Romantic,2234,"2,1,-1,-2",4,26,25974.026,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_11_R1_2015_wav--3.midi,Frédéric Chopin,Romantic,2207,"2,1,-1,-2",4,26,25974.026,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_22_R1_2015_wav--3.midi,Frédéric Chopin,Romantic,2255,"2,1,-1,-2",4,27,26973.027,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_07_R1_2011_MID--AUDIO_R1-D3_03_Track03_wav.midi,Frédéric Chopin,Romantic,2296,"2,1,-1,-2",4,22,21978.022,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_15_R1_2015_wav--2.midi,Frédéric Chopin,Romantic,1418,"9,1,1,1",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_06_R1_2013_wav--3.midi,Frédéric Chopin,Romantic,1428,"9,1,1,1",4,12,11988.012,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_070_PIANO070_MID--AUDIO-split_07-08-17_Piano-e_1-02_wav--2.midi,Frédéric Chopin,Romantic,1462,"-9,10,1,1",4,6,5994.006,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_08_R1_2013_wav--3.midi,Frédéric Chopin,Romantic,2395,"1,-2,1,1",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_14_R1_2013_wav--3.midi,Frédéric Chopin,Romantic,2327,"1,-2,1,1",4,9,8991.009,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_01_R1_2011_MID--AUDIO_R1-D1_05_Track05_wav.midi,Frédéric Chopin,Romantic,2436,"1,-2,1,1",4,10,9990.01,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_18_R1_2011_MID--AUDIO_R1-D7_09_Track09_wav.midi,Frédéric Chopin,Romantic,2349,"1,-2,1,1",4,12,11988.012,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_21_R1_2011_MID--AUDIO_R1-D8_09_Track09_wav.midi,Frédéric Chopin,Romantic,2282,"2,-3,1,2",4,7,6993.007,20
